type,country,state,fatal_y/n,species,continent,year_clean,time_category,month,quarter
Unprovoked,south africa,western cape province,N,"White shark, 3 m to 5 m [10' to 16.5'] ",africa,1999,afternoon,jul,3
Unprovoked,usa,florida,N,"Bull shark, 2.1 m [7']",north america,1999,evening,jul,3
Unprovoked,usa,hawaii,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",north america,1999,morning,jul,3
Unprovoked,south africa,western cape province,Y,White shark,africa,1999,morning,jul,3
Unprovoked,usa,south carolina,N,,north america,1999,unknown,jul,3
Unprovoked,usa,florida,N,"Blacktip shark, 1.8 m [6'] ",north america,1999,afternoon,jul,3
Unprovoked,south africa,eastern cape province,N,"White shark, 4 m [13'] ",africa,1999,morning,jul,3
Unprovoked,usa,florida,N,1.2 m [4'] shark,north america,1999,unknown,jun,2
Unprovoked,usa,florida,N,3' to 4' shark,north america,1999,morning,jun,2
Unprovoked,usa,florida,N,,north america,1999,afternoon,jun,2
Unprovoked,usa,florida,N,Blacktip or spinner shark,north america,1999,afternoon,jun,2
Unprovoked,australia,south australia,Y,Thought to involve a white shark,oceania,1999,afternoon,may,2
Unprovoked,brazil,pernambuco,N,"Tiger shark, 2.5 m [8.25']",south america,1999,afternoon,may,2
Unprovoked,france,l' etang salé-les-bains,Y,3 bull sharks,europe,1999,morning,apr,2
Unprovoked,usa,florida,N,,north america,1999,unknown,apr,2
Unprovoked,new zealand,south island,N,"Sevengill shark, 2.4 m [8'] ",oceania,1999,unknown,mar,1
Provoked,brazil,rio grande de norte,N,,south america,1999,unknown,mar,1
Unprovoked,usa,hawaii,Y,,north america,1999,evening,mar,1
Unprovoked,new caledonia,loyalty islands,N,200 to 300 kg shark,new caledonia,1999,morning,mar,1
Provoked,new zealand,,N,"Mako shark, 1.3 m gaffed ",oceania,1999,unknown,mar,1
Unprovoked,usa,hawaii,N,,north america,1999,unknown,mar,1
Unprovoked,usa,hawaii,N,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,north america,1999,morning,mar,1
Watercraft,usa,north carolina,N,Basking shark,north america,1999,unknown,feb,1
Unprovoked,australia,new south wales,N,Bronze whaler or tiger shark,oceania,1999,evening,feb,1
Unprovoked,usa,florida,N,Spinner shark,north america,1999,afternoon,feb,1
Unprovoked,south africa,eastern cape province,N,"White shark, 4 m [13'] ",africa,1999,unknown,jan,1
Watercraft,new zealand,north island,N,,oceania,1999,unknown,jan,1
Invalid,australia,northern territory,,Shark involvement not confirmed,oceania,1999,unknown,jan,1
Unprovoked,france,saint-leu,Y,Bull shark,europe,1999,unknown,jan,1
Unprovoked,south africa,western cape province,N,"White shark, 4.6 m [15'] ",africa,1999,afternoon,,0
Invalid,usa,virginia,,Shark involvement not confirmed,north america,1999,unknown,,0
Provoked,usa,florida,N,,north america,1998,morning,dec,4
Unprovoked,australia,south australia,N,,oceania,1998,afternoon,dec,4
Unprovoked,south africa,eastern cape province,N,Possibly a white shark,africa,1998,evening,dec,4
Unprovoked,south africa,eastern cape province,N,,africa,1998,unknown,dec,4
Unprovoked,australia,south australia,N,,oceania,1998,afternoon,dec,4
Unprovoked,usa,florida,Y,Tiger shark,north america,1998,afternoon,nov,4
Unprovoked,usa,florida,N,1.2 m [4'] shark,north america,1998,morning,nov,4
Unprovoked,usa,florida,N,"A ""small shark""",north america,1998,evening,nov,4
Unprovoked,usa,oregon,N,"White shark, 5 m  to 6 m [16.5' to 20'] ",north america,1998,unknown,nov,4
Provoked,japan,southern japan,N,6' shark,asia,1998,unknown,nov,4
Unprovoked,brazil,pernambuco,Y,Though to involve a white shark,south america,1998,afternoon,nov,4
Unprovoked,usa,florida,N,,north america,1998,afternoon,oct,4
Unprovoked,south africa,eastern cape province,N,,africa,1998,unknown,oct,4
Unprovoked,usa,florida,N,,north america,1998,unknown,oct,4
Unprovoked,brazil,pernambuco,N,,south america,1998,unknown,oct,4
Unprovoked,france,saint-benoît,N,,europe,1998,unknown,oct,4
Unprovoked,usa,florida,N,,north america,1998,afternoon,oct,4
Unprovoked,usa,florida,N,,north america,1998,unknown,sep,3
Unprovoked,usa,florida,N,,north america,1998,afternoon,sep,3
Unprovoked,south africa,eastern cape province,N,,africa,1998,evening,sep,3
Unprovoked,usa,florida,N,1.8 m [6'] shark,north america,1998,unknown,sep,3
Unprovoked,usa,florida,N,3' to 4' shark,north america,1998,evening,aug,3
Invalid,italy,marches region,,Invalid,europe,1998,unknown,aug,3
Unprovoked,usa,california,N,"White shark, 5 m to 6 m [16.5' to 20'] ",north america,1998,afternoon,aug,3
Unprovoked,usa,virginia,N,"Dusky shark, 12' ",north america,1998,unknown,aug,3
Unprovoked,bahamas,berry islands,N,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",north america,1998,afternoon,aug,3
Unprovoked,usa,florida,N,4.5' to 5' shark,north america,1998,unknown,aug,3
Provoked,south africa,transvaal,N,"Sandtiger shark, 2 m, male ",africa,1998,unknown,aug,3
Unprovoked,south africa,western cape province,N,"White shark, 4 m [13'] ",africa,1998,unknown,aug,3
Unprovoked,south africa,western cape province,N,"White shark, 4.9 m [16']",africa,1998,afternoon,aug,3
Unprovoked,brazil,pernambuco,N,,south america,1998,evening,jul,3
Unprovoked,usa,florida,N,,north america,1998,unknown,jul,3
Unprovoked,south africa,western cape province,N,"Raggedtooth shark, 1.2 m [4'] ",africa,1998,unknown,jul,3
Unprovoked,south africa,eastern cape province,N,5' to 6' shark,africa,1998,morning,jul,3
Unprovoked,south africa,western cape province,N,"Raggedtooth shark, 1.2 m [4'] ",africa,1998,unknown,jul,3
Unprovoked,australia,south australia,Y,Thought to involve a 5.5 m white shark named Kong,oceania,1998,afternoon,jun,2
Unprovoked,south africa,eastern cape province,Y,White shark,africa,1998,morning,jun,2
Unprovoked,usa,florida,N,,north america,1998,evening,jun,2
Unprovoked,south africa,eastern cape province,N,,africa,1998,unknown,jun,2
Unprovoked,south africa,eastern cape province,N,,africa,1998,unknown,may,2
Unprovoked,south africa,eastern cape province,N,3 m to 4 m [10' to 13'] white shark,africa,1998,unknown,may,2
Unprovoked,south africa,eastern cape province,N,Unidentified,africa,1998,afternoon,may,2
Unprovoked,usa,florida,N,"Lemon shark, 1.5 m [5'], identified  by the surfer",north america,1998,morning,may,2
Unprovoked,usa,florida,N,"1.8 m [6'] shark, possibly a blacktip",north america,1998,afternoon,may,2
Unprovoked,usa,florida,N,,north america,1998,afternoon,may,2
Unprovoked,south africa,western cape province,N,4 m [13'] white shark,africa,1998,afternoon,may,2
Unprovoked,mozambique,gaza,Y,3 m [10'] shark,africa,1998,afternoon,apr,2
Unprovoked,usa,oregon,N,5 m [16.5'] white shark,north america,1998,morning,apr,2
Provoked,usa,florida,N,"Nurse shark, 0.9 m [3'] ",north america,1998,unknown,apr,2
Unprovoked,brazil,pernambuco,Y,,south america,1998,unknown,apr,2
Unprovoked,new caledonia,,N,,new caledonia,1998,unknown,apr,2
Unprovoked,usa,florida,N,,north america,1998,afternoon,mar,1
Unprovoked,south africa,western cape province,N,3 m [10'] white shark,africa,1998,evening,mar,1
Unprovoked,usa,florida,N,5' spinner shark,north america,1998,morning,mar,1
Unprovoked,usa,florida,N,Spinner shark,north america,1998,morning,feb,1
Invalid,australia,new south wales,,Shark involvement not confirmed,oceania,1998,evening,jan,1
Unprovoked,new caledonia,south province,N,1.7 m shark,new caledonia,1998,unknown,jan,1
Unprovoked,france,grand'anse,Y,,europe,1998,afternoon,jan,1
Unprovoked,south africa,eastern cape province,N,,africa,1998,unknown,jan,1
Unprovoked,australia,south australia,N,,oceania,1998,afternoon,jan,1
Unprovoked,mozambique,maputo province,N,Small dusky shark or blackfin shark,africa,1998,afternoon,jan,1
Unprovoked,south africa,eastern cape province,Y,,africa,1998,unknown,,0
Unprovoked,france,beaufonds,Y,,europe,1998,unknown,,0
Unprovoked,usa,virginia,N,sandtiger shark,north america,1998,unknown,,0
Unprovoked,south africa,western cape province,Y,White shark,africa,1997,afternoon,dec,4
Unprovoked,south africa,eastern cape province,N,,africa,1997,unknown,dec,4
Invalid,usa,florida,,Shark involvement not confirmed,north america,1997,unknown,dec,4
Unprovoked,usa,florida,N,,north america,1997,unknown,dec,4
Unprovoked,australia,western australia,N,White shark,oceania,1997,morning,nov,4
Unprovoked,usa,florida,N,,north america,1997,morning,nov,4
Invalid,australia,new south wales,,Shark involvement prior to death suspected but not confirmed,oceania,1997,unknown,nov,4
Unprovoked,australia,western australia,N,5.5 m [18'] white shark,oceania,1997,unknown,oct,4
Unprovoked,usa,hawaii,N,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",north america,1997,morning,oct,4
Unprovoked,usa,florida,N,Possibly a blacktip shark,north america,1997,evening,oct,4
Unprovoked,usa,florida,N,1.2 m to 1.5 m [4' to 5'] shark,north america,1997,evening,oct,4
Watercraft,south africa,eastern cape province,N,Soupfin shark,africa,1997,unknown,oct,4
Unprovoked,usa,florida,N,,north america,1997,morning,oct,4
Unprovoked,brazil,pernambuco,Y,,south america,1997,unknown,sep,3
Unprovoked,usa,florida,N,,north america,1997,evening,sep,3
Unprovoked,usa,florida,N,small blacktip shark,north america,1997,evening,sep,3
Unprovoked,usa,florida,N,,north america,1997,afternoon,sep,3
Unprovoked,usa,florida,N,,north america,1997,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,1997,morning,aug,3
Unprovoked,usa,california,N,5 m [16.5'] white shark,north america,1997,afternoon,aug,3
Invalid,mexico,quintana roo,,Shark involvement prior to death was not confirmed,north america,1997,unknown,aug,3
Unprovoked,mexico,quintana roo,Y,"Tiger shark, 5.2 m [17']",north america,1997,unknown,aug,3
Unprovoked,usa,florida,N,,north america,1997,afternoon,aug,3
Unprovoked,egypt,red sea,N,,africa,1997,unknown,aug,3
Unprovoked,egypt,red sea,Y,Thought to involve an oceanic whitetip shark or a white shark,africa,1997,unknown,aug,3
Unprovoked,usa,florida,N,,north america,1997,morning,aug,3
Unprovoked,usa,florida,N,,north america,1997,evening,aug,3
Unprovoked,usa,texas,N,1 m shark,north america,1997,unknown,aug,3
Unprovoked,usa,florida,N,1.5 m [5'] shark,north america,1997,unknown,aug,3
Unprovoked,usa,florida,N,juvenile shark,north america,1997,afternoon,aug,3
Unprovoked,usa,florida,N,"""juvenile shark""",north america,1997,morning,aug,3
Unprovoked,australia,queensland,N,,oceania,1997,afternoon,jul,3
Unprovoked,south africa,eastern cape province,Y,4.5 m white shark,africa,1997,afternoon,jul,3
Unprovoked,brazil,pernambuco,N,,south america,1997,unknown,jul,3
Unprovoked,usa,south carolina,N,Blacktip shark,north america,1997,night,jul,3
Unprovoked,japan,miyako,Y,White shark,asia,1997,unknown,jul,3
Unprovoked,brazil,pernambuco,N,,south america,1997,unknown,jul,3
Unprovoked,usa,hawaii,N,2.4 m [8'] shark,north america,1997,night,jun,2
Unprovoked,fiji,taveuni,N,"Tiger shark, 2.7m  [9']",oceania,1997,afternoon,jun,2
Unprovoked,usa,florida,N,Possibly a spinner shark,north america,1997,evening,jun,2
Unprovoked,brazil,rio de janeiro,UNKNOWN,,south america,1997,unknown,jun,2
Unprovoked,usa,florida,N,1.2 m [4'] shark (spinner shark?),north america,1997,morning,jun,2
Unprovoked,usa,florida,N,4' shark,north america,1997,morning,may,2
Unprovoked,usa,florida,N,Possibly a sand shark,north america,1997,morning,may,2
Unprovoked,usa,florida,N,Possibly a sand shark,north america,1997,morning,may,2
Unprovoked,bahamas,abaco islands,N,Possibly a Caribbean reef shark,north america,1997,unknown,may,2
Unprovoked,bahamas,abaco islands,N,,north america,1997,morning,may,2
Unprovoked,brazil,rio de janeiro,N,3.7m  to 4.2 m white shark,south america,1997,unknown,apr,2
Unprovoked,australia,queensland,N,a small shark,oceania,1997,unknown,feb,1
Unprovoked,australia,queensland,N,"Tiger shark, 2m to 3m ",oceania,1997,afternoon,feb,1
Unprovoked,usa,hawaii,UNKNOWN,,north america,1997,unknown,feb,1
Unprovoked,france,l'etang-sale,N,,europe,1997,unknown,feb,1
Watercraft,australia,new south wales,N,,oceania,1997,unknown,feb,1
Unprovoked,australia,queensland,N,1.8 m to 2.1 m [6' to 7'] shark,oceania,1997,morning,jan,1
Unprovoked,australia,western australia,Y,"Tiger shark, 4.5 m [14'9""]",oceania,1997,evening,jan,1
Unprovoked,france,,Y,Bull shark,europe,1997,unknown,jan,1
Watercraft,australia,victoria,N,White shark,oceania,1997,unknown,jan,1
Unprovoked,australia,queensland,UNKNOWN,,oceania,1996,evening,dec,4
Unprovoked,south africa,eastern cape province,N,White shark,africa,1996,afternoon,dec,4
Unprovoked,new caledonia,,Y,,new caledonia,1996,unknown,dec,4
Unprovoked,new caledonia,south province,N,,new caledonia,1996,unknown,dec,4
Unprovoked,usa,california,N,3 m to 5 m [10' to 16.5'] white shark,north america,1996,morning,nov,4
Unprovoked,usa,florida,N,,north america,1996,evening,nov,4
Unprovoked,brazil,pernambuco,N,,south america,1996,unknown,oct,4
Unprovoked,brazil,pernambuco,N,,south america,1996,unknown,oct,4
Unprovoked,japan,miyako island,Y,,asia,1996,unknown,oct,4
Unprovoked,usa,california,N,5.5 m to 6 m [18' to 20'] white shark,north america,1996,afternoon,oct,4
Unprovoked,usa,florida,N,1.2 m [4'] shark,north america,1996,morning,oct,4
Unprovoked,usa,california,N,5 m [16.5'] white shark,north america,1996,morning,oct,4
Unprovoked,brazil,pernambuco,N,,south america,1996,unknown,oct,4
Unprovoked,usa,florida,N,,north america,1996,afternoon,sep,3
Unprovoked,new zealand,chatham islands,N,White shark,oceania,1996,morning,sep,3
Unprovoked,usa,florida,N,"""a young shark""",north america,1996,afternoon,sep,3
Unprovoked,usa,florida,N,,north america,1996,evening,sep,3
Unprovoked,usa,florida,N,,north america,1996,afternoon,sep,3
Invalid,usa,south carolina,,Shark involvement not confirmed,north america,1996,afternoon,sep,3
Provoked,south africa,kwazulu-natal,N,White shark,africa,1996,morning,sep,3
Unprovoked,usa,hawaii,N,"Tiger shark, 2.4 m [8'] ",north america,1996,afternoon,aug,3
Unprovoked,usa,california,N,6 m [20'] white shark,north america,1996,morning,aug,3
Unprovoked,usa,florida,N,1.8 m to 2.1 m [6' to 7'] hammerhead shark,north america,1996,afternoon,aug,3
Unprovoked,usa,florida,N,,north america,1996,evening,jul,3
Unprovoked,japan,miyako,Y,5 m [16.5'] white shark,asia,1996,unknown,jul,3
Unprovoked,usa,massachusetts,N,6' shark,north america,1996,unknown,jul,3
Unprovoked,usa,florida,N,,north america,1996,afternoon,jul,3
Unprovoked,usa,hawaii,UNKNOWN,,north america,1996,unknown,jul,3
Unprovoked,usa,florida,N,,north america,1996,afternoon,jul,3
Unprovoked,usa,florida,N,5' to 6' shark,north america,1996,afternoon,jul,3
Unprovoked,bahamas,cat cay,N,,north america,1996,unknown,jul,3
Unprovoked,usa,south carolina,N,,north america,1996,afternoon,jun,2
Unprovoked,australia,victoria,N,4 m white shark,oceania,1996,evening,jun,2
Unprovoked,south africa,kwazulu-natal,N,,africa,1996,unknown,jun,2
Unprovoked,south africa,western cape province,N,2.5 m [8.25'] white shark ,africa,1996,afternoon,may,2
Invalid,australia,new south wales,Y,Shark involvement prior to death suspected but not confirmed,oceania,1996,unknown,may,2
Unprovoked,usa,florida,N,1.2 m [4'] shark,north america,1996,afternoon,may,2
Unprovoked,usa,florida,N,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,north america,1996,morning,may,2
Unprovoked,usa,hawaii,UNKNOWN,,north america,1996,unknown,apr,2
Unprovoked,australia,new south wales,N,Wobbegong shark,oceania,1996,unknown,apr,2
Unprovoked,australia,new south wales,N,Wobbegong shark,oceania,1996,unknown,apr,2
Unprovoked,brazil,pernambuco,Y,,south america,1996,unknown,apr,2
Unprovoked,australia,queensland,N,Tiger shark,oceania,1996,morning,mar,1
Unprovoked,australia,new south wales,N,1.5 m [5'] shark,oceania,1996,unknown,mar,1
Unprovoked,australia,new south wales,N,Bronze whaler shark,oceania,1996,night,feb,1
Provoked,usa,missouri,N,nurse shark,north america,1996,unknown,feb,1
Unprovoked,papua new guinea,madang province,Y,,oceania,1996,unknown,feb,1
Unprovoked,papua new guinea,madang province,N,,oceania,1996,unknown,feb,1
Unprovoked,papua new guinea,madang province,Y,,oceania,1996,unknown,feb,1
Unprovoked,australia,new south wales,N,"""reef shark""",oceania,1996,afternoon,feb,1
Provoked,usa,florida,N,"Nurse shark, 0.9 m  [3'] ",north america,1996,unknown,jan,1
Unprovoked,australia,queensland,N,Bronze whaler shark,oceania,1996,unknown,jan,1
Unprovoked,usa,hawaii,N,Possibly a tiger shark,north america,1996,afternoon,jan,1
Unprovoked,australia,western australia,UNKNOWN,,oceania,1996,unknown,jan,1
Watercraft,australia,new south wales,N,"Mako shark, 4.3 m [14']",oceania,1996,morning,jan,1
Unprovoked,france,saint-paul,Y,"Tiger shark, 300-kg [662-lb] ",europe,1996,afternoon,jan,1
Unprovoked,fiji,taveuni,Y,"Tiger shark, 2.5 m [8.25'] ",oceania,1996,unknown,,0
Unprovoked,usa,north carolina,N,Tiger shark,north america,1996,unknown,,0
Unprovoked,usa,hawaii,UNKNOWN,,north america,1995,unknown,dec,4
Unprovoked,new zealand,"chatham islands, east of new  zealand",N,5 m [16.5'] white shark,oceania,1995,unknown,nov,4
Invalid,usa,hawaii,,Shark involvement not confirmed,north america,1995,unknown,nov,4
Unprovoked,australia,queensland,N,,oceania,1995,unknown,nov,4
Unprovoked,usa,florida,N,,north america,1995,unknown,oct,4
Unprovoked,usa,florida,N,,north america,1995,unknown,oct,4
Unprovoked,australia,queensland,N,4 m shark,oceania,1995,afternoon,oct,4
Unprovoked,usa,florida,N,1.2 m to 1.5 m [4' to 5']   shark,north america,1995,morning,oct,4
Unprovoked,usa,florida,N,1.5 to 1.8 m [5' to 6'] shark,north america,1995,morning,sep,3
Unprovoked,usa,florida,N,,north america,1995,unknown,sep,3
Unprovoked,usa,california,N,4 m [13'] white shark,north america,1995,evening,sep,3
Unprovoked,usa,florida,N,1.8 m [6'] shark,north america,1995,unknown,sep,3
Unprovoked,usa,florida,N,,north america,1995,afternoon,sep,3
Unprovoked,france,saint-denis,Y,,europe,1995,unknown,sep,3
Unprovoked,usa,florida,Y,3 m to 3.7 m [10' to 12'] bull shark,north america,1995,unknown,sep,3
Unprovoked,australia,western australia,Y,White shark,oceania,1995,afternoon,sep,3
Unprovoked,usa,california,N,3 m to 4 m [10' to 13'] white shark,north america,1995,afternoon,sep,3
Invalid,usa,north carolina,,Shark involvement not confirmed,north america,1995,unknown,sep,3
Unprovoked,usa,florida,N,1.2 m to 1.5 m [4' to 5'] shark,north america,1995,unknown,aug,3
Unprovoked,usa,south carolina,N,,north america,1995,unknown,aug,3
Unprovoked,brazil,pernambuco,N,,south america,1995,unknown,aug,3
Unprovoked,usa,florida,N,5' shark,north america,1995,evening,aug,3
Unprovoked,usa,florida,N,"""a small shark""",north america,1995,afternoon,aug,3
Unprovoked,usa,north carolina,N,1.2 m to 1.5 m [4' to 5'] shark,north america,1995,night,aug,3
Unprovoked,usa,north carolina,N,"""sand"" shark",north america,1995,afternoon,aug,3
Unprovoked,usa,florida,N,"""small shark""",north america,1995,evening,aug,3
Unprovoked,usa,north carolina,N,Two 1.2 m to 1.5 m [4' to 5'] sharks,north america,1995,unknown,aug,3
Unprovoked,usa,florida,N,1.8 m [6'] shark,north america,1995,morning,aug,3
Invalid,usa,north carolina,,Invalid,north america,1995,unknown,aug,3
Unprovoked,usa,florida,N,,north america,1995,afternoon,aug,3
Unprovoked,usa,south carolina,N,Blacktip shark,north america,1995,unknown,aug,3
Unprovoked,usa,florida,N,1.2 m to 1.5 m [4' to 5'] shark,north america,1995,afternoon,aug,3
Invalid,usa,california,,Invalid,north america,1995,unknown,aug,3
Unprovoked,usa,florida,N,,north america,1995,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,1995,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,1995,afternoon,jul,3
Unprovoked,usa,florida,N,,north america,1995,afternoon,jul,3
Unprovoked,usa,south carolina,N,,north america,1995,unknown,jul,3
Unprovoked,usa,south carolina,N,,north america,1995,unknown,jul,3
Unprovoked,usa,florida,N,,north america,1995,unknown,jul,3
Unprovoked,brazil,pernambuco,Y,,south america,1995,unknown,jul,3
Unprovoked,south africa,eastern cape province,N,,africa,1984,evening,nov,4
Unprovoked,usa,texas,N,,north america,1995,unknown,jul,3
Provoked,usa,mississippi,N,Blacktip shark,north america,1995,unknown,jul,3
Provoked,usa,south carolina,N,,north america,1995,unknown,jul,3
Unprovoked,usa,california,N,6 m [20'] white shark,north america,1995,evening,jun,2
Unprovoked,usa,california,N,White shark (tooth fragment recovered),north america,1995,unknown,jun,2
Unprovoked,usa,georgia,N,"""sand"" shark",north america,1995,unknown,jun,2
Unprovoked,usa,south carolina,N,,north america,1995,unknown,jun,2
Unprovoked,usa,florida,N,1.8 m [6'] shark,north america,1995,evening,jun,2
Unprovoked,usa,florida,N,6' shark,north america,1995,afternoon,jun,2
Unprovoked,usa,hawaii,N,"Tiger shark, 3.7 m [12'] ",north america,1995,morning,jun,2
Unprovoked,china,clearwater bay,Y,Though to involve a tiger shark,asia,1995,unknown,jun,2
Unprovoked,china,new territories,Y,1.8 m to 2.1 m [6' to 7'] shark,asia,1995,afternoon,jun,2
Unprovoked,china,new territories,Y,,asia,1995,unknown,may,2
Unprovoked,usa,florida,N,Possibly a bull shark,north america,1995,unknown,may,2
Unprovoked,fiji,yasawa islands,Y,3.7 m [12'] shark,oceania,1995,unknown,may,2
Unprovoked,australia,western australia,UNKNOWN,,oceania,1995,unknown,may,2
Invalid,usa,florida,,Invalid,north america,1995,morning,apr,2
Unprovoked,usa,florida,N,,north america,1995,afternoon,apr,2
Unprovoked,australia,new south wales,N,Wobbegong shark,oceania,1995,unknown,apr,2
Unprovoked,japan,aichi prefecture,Y,6 m [20'] white shark,asia,1995,morning,apr,2
Unprovoked,australia,new south wales,N,,oceania,1995,unknown,mar,1
Unprovoked,australia,south australia,N,"Bronze whaler shark, 2 m ",oceania,1995,morning,mar,1
Unprovoked,brazil,maranhão,Y,,south america,1995,afternoon,mar,1
Unprovoked,south africa,eastern cape province,N,Raggedtooth shark,africa,1995,evening,feb,1
Unprovoked,south africa,kwazulu-natal,Y,"Tiger shark, 1.8 m [6'] ",africa,1995,evening,jan,1
Unprovoked,brazil,pernambuco,N, ,south america,1995,unknown,jan,1
Invalid,south africa,,,Shark involvement not confirmed,africa,1995,unknown,,0
Provoked,australia,queensland,N,Leopard shark,oceania,1995,unknown,,0
Invalid,usa,north carolina,,Invalid,north america,1995,unknown,,0
Unprovoked,usa,south carolina,UNKNOWN,,north america,1995,unknown,,0
Unprovoked,south africa,western cape province,N,5.5 m [18'] white shark,africa,1994,afternoon,dec,4
Unprovoked,usa,hawaii,N,,north america,1994,afternoon,dec,4
Unprovoked,brazil,pernambuco,N,,south america,1994,unknown,dec,4
Unprovoked,brazil,pernambuco,N,,south america,1994,unknown,dec,4
Sea Disaster,usa,,Y,,north america,1994,unknown,dec,4
Invalid,australia,queensland,,Invalid,oceania,1994,unknown,dec,4
Unprovoked,usa,california,Y,5 m to 5.5 m [16.5' to 18'] white shark,north america,1994,morning,dec,4
Unprovoked,brazil,pernambuco,Y,,south america,1994,unknown,dec,4
Unprovoked,south africa,western cape province,N,"Raggedtooth shark, 2.7 m [9'] ",africa,1994,unknown,nov,4
Unprovoked,usa,hawaii,N,2.7 m [9'] shark,north america,1994,morning,nov,4
Unprovoked,usa,hawaii,N,,north america,1994,afternoon,nov,4
Unprovoked,brazil,pernambuco,N,,south america,1994,unknown,oct,4
Unprovoked,brazil,pernambuco,N,,south america,1994,unknown,oct,4
Provoked,usa,florida,N,Thought to involve a small sand shark,north america,1994,afternoon,oct,4
Unprovoked,usa,florida,N,,north america,1994,afternoon,oct,4
Unprovoked,usa,south carolina,N,,north america,1994,unknown,sep,3
Unprovoked,usa,oregon,N,5 m [16.5'] white shark,north america,1994,afternoon,sep,3
Sea Disaster,usa,florida,Y,,north america,1994,unknown,sep,3
Unprovoked,usa,hawaii,N,Small shark,north america,1994,morning,sep,3
Unprovoked,japan,kagoshima prefecture,N,,asia,1994,unknown,aug,3
Unprovoked,brazil,pernambuco,N,,south america,1994,unknown,jul,3
Unprovoked,brazil,pernambuco,Y,,south america,1994,unknown,jul,3
Unprovoked,france,saint-denis,Y,3 to 3.5 m [10' to 11.5'] bull shark,europe,1994,afternoon,jul,3
Unprovoked,south africa,eastern cape province,Y,4 m [13'] white shark,africa,1994,afternoon,jul,3
Unprovoked,south africa,eastern cape province,N,4 m [13'] white shark,africa,1994,afternoon,jul,3
Unprovoked,brazil,pernambuco,N,,south america,1994,unknown,jul,3
Unprovoked,usa,florida,N,"""small shark""",north america,1994,afternoon,jul,3
Unprovoked,bahamas,grand bahama island,N,1.8 m [6'] shark,north america,1994,afternoon,jun,2
Unprovoked,usa,florida,N,,north america,1994,morning,may,2
Unprovoked,usa,florida,N,1.2 m [4'] spinner shark,north america,1994,morning,may,2
Unprovoked,usa,florida,N,2.1 m [7'] shark,north america,1994,unknown,may,2
Unprovoked,usa,florida,N,1.2 m [4'] shark,north america,1994,unknown,may,2
Unprovoked,usa,florida,N,,north america,1994,afternoon,may,2
Unprovoked,usa,florida,N,>1.8 m [6'] shark,north america,1994,morning,may,2
Invalid,usa,california,,Invalid,north america,1994,unknown,apr,2
Unprovoked,france,saint-joseph,Y,"3 m [10'], 200-kg [441-lb] bull shark",europe,1994,unknown,apr,2
Unprovoked,bahamas,,N,2' to 3' shark,north america,1994,morning,apr,2
Unprovoked,usa,florida,N,,north america,1994,afternoon,apr,2
Unprovoked,south africa,western cape province,Y,4.9 m white shark,africa,1994,unknown,apr,2
Provoked,usa,california,N,"Lemon shark, 4' ",north america,1994,unknown,mar,1
Unprovoked,brazil,pernambuco,N,2 m shark,south america,1994,unknown,mar,1
Unprovoked,south africa,western cape province,N,3 m [10'] shark,africa,1994,morning,feb,1
Unprovoked,usa,florida,N,1.2 m [4'] shark,north america,1994,afternoon,feb,1
Provoked,usa,hawaii,N,,north america,1994,evening,feb,1
Unprovoked,south africa,eastern cape province,N,3 m [10'] white shark,africa,1994,afternoon,feb,1
Unprovoked,new caledonia,south province,Y,,new caledonia,1994,unknown,feb,1
Unprovoked,brazil,pernambuco,N,,south america,1994,unknown,jan,1
Unprovoked,usa,hawaii,Y,Tiger shark,north america,1994,unknown,jan,1
Unprovoked,south africa,eastern cape province,N,,africa,1994,afternoon,jan,1
Watercraft,australia,western australia,N,White shark,oceania,1994,morning,jan,1
Unprovoked,australia,queensland,N,1.5 m shark,oceania,1994,unknown,jan,1
Unprovoked,south africa,kwazulu-natal,N,"1.3 m [4'3""] shark",africa,1994,afternoon,jan,1
Unprovoked,china,,N,Tiger shark said to be 5 to 7 m [16.5' to 23'] ,asia,1994,unknown,,0
Unprovoked,usa,florida,N,Blacktip shark,north america,1994,unknown,,0
Unprovoked,usa,hawaii,Y,"On 11-Jan-1994, his remains washed ashore. A 2.4 m [8'] tiger shark thought to be involved",north america,1993,unknown,dec,4
Unprovoked,usa,florida,N,,north america,1993,unknown,nov,4
Unprovoked,australia,western australia,Y,Tiger shark caught 6 days later with diver’s remains in its gut,oceania,1993,afternoon,nov,4
Unprovoked,usa,hawaii,N,,north america,1993,morning,nov,4
Unprovoked,usa,california,N,4 m to 5 m [13' to 16.5'] white shark,north america,1993,afternoon,oct,4
Unprovoked,usa,florida,N,3 m [10'] bull shark,north america,1993,morning,oct,4
Watercraft,usa,california,N,>6 m [20'] white shark,north america,1993,afternoon,oct,4
Unprovoked,usa,hawaii,N,Tiger shark,north america,1993,unknown,oct,4
Unprovoked,south africa,western cape province,N,3 m [10'] white shark,africa,1993,morning,sep,3
